,NEO_REFERENCE_ID,EST_DIA_IN_M(MIN),EST_DIA_IN_M(MAX),RELATIVE_VELOCITY_KM_PER_SEC,MISS_DIST.(KILOMETERS),PERIHELION_DISTANCE,APHELION_DIST,PERIHELION_TIME,MEAN_ANOMALY,MEAN_MOTION,RISK_CATEGORY
210,3746145,18.95397969645372,42.38238703626033,5.56834258496155,33977564.711095236,0.9085866226365992,1.2288740123334325,2458078.576595442,197.95493904846927,0.8934329030390855,0
211,3751343,12.040494435401762,26.923364043500136,9.885656982208612,27885686.31432951,0.8524946727916433,1.2277041480058035,2458066.4667389616,242.15340569209408,0.9416184221032357,0
212,3735016,8.49890727918347,19.00413441172841,15.539458442739253,70553570.89901428,0.9590678529494421,1.123556771133967,2458189.436014783,184.86808008820785,0.9321794055771411,0
213,3764701,11.036946293558476,24.679362173788846,6.14673413932564,9703705.751293913,1.0053731671751178,2.049808316787858,2457724.4687586934,102.75710112471357,0.5423253848149882,0
214,3701724,25.908855055836803,57.93396112174011,6.298418366265094,5962231.988244582,0.9812976695191034,2.509791065842617,2457927.335808853,115.8975973144558,0.4942286443924044,0
215,3750319,8.5641483665989,19.150017917634763,11.968026001719192,45091280.69320672,0.6570851251590124,0.9990034864201002,2458099.0720371366,232.25306380183946,1.3089128265664691,0
216,3562524,16.295662829318488,36.43820982555823,13.955326387726249,4294562.775404244,0.7690318550900165,2.135547617786773,2457873.389731825,72.15162456538957,0.5647374201514417,0
217,3549334,31.33767490540805,70.07317134691459,6.924272380356813,10904627.743087318,0.7995877365377049,1.1017413980649031,2457918.547860128,86.94610621045362,1.0635000383646713,0
218,3520007,41.814463797999636,93.49998351186237,5.582910081092648,14445074.539670331,0.9860302181589423,2.3554775335310167,2457707.251156398,99.89204231959849,0.5541240570183271,0
219,3678299,10.786396035006625,24.11911477225873,6.093371182236666,23970867.535959166,0.7468758026992481,1.3000380642103486,2457940.950225562,55.08696978029623,0.9730639861251864,0
220,3552239,6.5191938283514475,14.57736055501009,8.28348265662029,156689.8443505946,0.7952588419367905,1.4112955891605048,2457869.0700087044,109.77110963686135,0.8531409509806225,0
221,3395316,10.992107556823932,24.57909971116088,6.21419970669009,975926.8215211172,0.922327005592801,1.7142030583131467,2458096.753855137,164.33678802069323,0.6892775900426428,0
222,3653587,12.796535736515148,28.613923783395855,8.177549180937815,3810124.254856833,0.6522486150680167,1.2267490012369024,2457969.6056382144,299.804871533205,1.1737809719406271,0
223,3691364,9.49637099338796,21.2345310859265,5.077318314371592,23997197.706437394,0.8083384634098204,1.2862587167080977,2457958.7274045646,113.36868811536112,0.9939607787745605,0
224,3753915,11.655475529527195,26.062435595438487,8.429665626347315,1669311.1862618632,1.0094414232477413,3.1617977274191507,2457576.216286406,158.0940126053938,0.3273286711677969,0
